cpu_temp,temp_h,temp_p,humidity,pressure,mag_x,mag_y,mag_z,timestamp

49.4,34.71748352050781,0,35.81065368652344,0,-0.1970660537481308,-4.271426200866699,3.596191167831421,2017-06-27 08:31:29.805903

49.4,35.07249450683594,32.84791564941406,33.85810089111328,1005.837646484375,-0.4909161925315857,-7.664000511169434,6.458130359649658,2017-06-27 08:32:29.988395

49.4,35.23225021362305,33.087501525878906,35.666019439697266,1005.799072265625,-0.40281566977500916,-10.416386604309082,8.689842224121094,2017-06-27 08:33:30.125723

49.4,35.33875274658203,33.21666717529297,31.977863311767578,1005.8046875,-0.5656702518463135,-12.676894187927246,10.474563598632812,2017-06-27 08:34:30.246507

49.4,35.392005920410156,33.31041717529297,31.83323097229004,1005.819580078125,-0.7588303685188293,-14.653449058532715,11.901269912719727,2017-06-27 08:35:30.371249

49.4,35.516258239746094,33.38750076293945,31.294469833374023,1005.749755859375,-0.6149008870124817,-16.103660583496094,13.005736351013184,2017-06-27 08:36:30.491463

49.4,35.48075866699219,33.445831298828125,30.907575607299805,1005.7412109375,-0.48682156205177307,-17.376672744750977,13.871440887451172,2017-06-27 08:37:30.614669

49.4,35.622764587402344,33.462501525878906,30.929269790649414,1005.73828125,-1.2182178497314453,-18.48311424255371,14.149114608764648,2017-06-27 08:38:30.735333

49.9,35.56951141357422,33.51041793823242,31.034130096435547,1005.764404296875,-1.8175203800201416,-19.385473251342773,14.533084869384766,2017-06-27 08:39:30.797944

49.9,35.58726119995117,33.602081298828125,31.65605354309082,1005.768798828125,-2.3777565956115723,-20.173046112060547,14.594074249267578,2017-06-27 08:40:30.926302

49.9,35.7647705078125,33.681251525878906,31.157068252563477,1005.766357421875,-2.7988407611846924,-20.70264434814453,14.83032512664795,2017-06-27 08:41:31.077926

49.4,35.74701690673828,33.756248474121094,31.088367462158203,1005.760986328125,-3.1894049644470215,-21.221433639526367,15.047721862792969,2017-06-27 08:42:31.175654

49.4,35.90677261352539,33.84791564941406,30.900344848632812,1005.786865234375,-3.349870443344116,-21.559690475463867,15.194123268127441,2017-06-27 08:43:31.294167

49.4,35.97777557373047,33.94166564941406,31.580121994018555,1005.78173828125,-3.6360321044921875,-22.103914260864258,15.237848281860352,2017-06-27 08:44:31.412908

49.4,36.031028747558594,34.02916717529297,31.236616134643555,1005.775146484375,-3.837646722793579,-22.399274826049805,15.424277305603027,2017-06-27 08:45:31.531019

49.4,36.119781494140625,34.10625076293945,31.760913848876953,1005.772216796875,-4.003339767456055,-22.68052864074707,15.555719375610352,2017-06-27 08:46:31.616407

49.4,36.19078063964844,34.18333435058594,31.254695892333984,1005.784423828125,-4.203544616699219,-23.02191162109375,15.345785140991211,2017-06-27 08:47:31.741581

49.9,36.332786560058594,34.24791717529297,31.016050338745117,1005.792236328125,-4.290146827697754,-23.319061279296875,15.316824913024902,2017-06-27 08:48:31.861387

49.4,36.29728698730469,34.30208206176758,30.744863510131836,1005.799560546875,-4.194821834564209,-23.5307674407959,15.221171379089355,2017-06-27 08:49:31.981525

49.9,36.40378952026367,34.360416412353516,31.026897430419922,1005.77978515625,-4.177713871002197,-23.632173538208008,15.313182830810547,2017-06-27 08:50:32.100379

